constraint,objective_value
ARstart_2021,31.8160151615556
AWRConvert2021Ac,35.8178156763659
AWRConvert2025Ac,31.5198553813659
AWRConvert2030Ac,25.8784383463659
AWRConvert2050Ac,24.2434619663659
AWRTotalAc_2021,0.0
AWRTotalAc_2025,0.0
AWRTotalAc_2030,0.0
AWRTotalAc_2050,0.0
ThinSetup,0.0
TotalAcreage,0.0
YearlyAcreage_2021,0.0
YearlyAcreage_2025,0.0
YearlyAcreage_2030,0.0
YearlyAcreage_2050,0.0
167NAcreage_2021,0.0
167NAcreage_2025,11.4102175054637
167NAcreage_2030,-0.386123659999996
167NAcreage_2050,6.94919205
167SAcreage_2021,0.0
167SAcreage_2025,5.69789887
167SAcreage_2030,6.04570389
167SAcreage_2050,14.3312416
505Acreage_2021,0.0
505Acreage_2025,4.32226181
505Acreage_2030,5.0554924
505Acreage_2050,27.9520482633333
608Acreage_2021,0.0
608Acreage_2025,3.24341583
608Acreage_2030,3.18715286
608Acreage_2050,15.23469162
999Acreage_2021,0.0
999Acreage_2025,-0.101026058
999Acreage_2030,0.0980658529999996
999Acreage_2050,1.249969006
ARCont2025_CAR,-4.22043722288889
ARCont2025_NAR,5.862432836
ARCont2025_SAR,5.596956609
ARcont2030_CAR,-4.25159859288889
ARcont2030_NAR,6.275406657
ARcont2030_SAR,5.347934065
ARcont2050_CAR,-19.0646652528889
ARcont2050_NAR,-5.947747114
ARcont2050_SAR,-11.216626046
ThinCont2025_167N,11.4423051940977
ThinCont2025_167S,5.66148276363409
ThinCont2025_505,9.943974605
ThinCont2030_167N,-0.0626934363659102
ThinCont2030_167S,6.10050615863408
ThinCont2030_505,10.094667675
ThinCont2050_167N,-12.5416979463659
ThinCont2050_167S,-8.24954214136593
ThinCont2050_505,9.00953654333333
